name,category,sold,sales_inc_tax,discount,sales_exc_tax,cost_inc_tax,gross_profit,markup,year
16. chilli beef(standard),robata grill 16-24,402,2801.68,73.24,2941.76,0.0,2941.76,0.0,2021
17. teriyaki chicken(standard),robata grill 16-24,398,2399.83,67.18,2519.82,0.0,2519.82,0.0,2021
18. pork yakitori(standard),robata grill 16-24,144,879.05,13.0,923.0,0.0,923.0,0.0,2021
19. miso lamb(standard),robata grill 16-24,184,1382.81,20.05,1451.95,0.0,1451.95,0.0,2021
20. teriyaki salmon(standard),robata grill 16-24,305,2137.25,43.39,2244.11,0.0,2244.11,0.0,2021
21. grilled squid(standard),robata grill 16-24,223,1358.1,23.49,1426.01,0.0,1426.01,0.0,2021
22. king prawn(standard),robata grill 16-24,268,1892.7,22.67,1987.33,0.0,1987.33,0.0,2021
23. lobster tail(standard),robata grill 16-24,31,245.7,5.52,257.98,0.0,257.98,0.0,2021
24. mixed vegetable(standard),robata grill 16-24,92,514.15,12.14,539.86,0.0,539.86,0.0,2021
12. belvino pinot grigio rosato(125ml),rose wine,24,80.0,0.0,84.0,0.0,84.0,0.0,2021
12. belvino pinot grigio rosato(175ml),rose wine,95,400.7,6.76,420.74,0.0,420.74,0.0,2021
12. belvino pinot grigio rosato(250ml),rose wine,128,657.35,13.78,690.22,0.0,690.22,0.0,2021
12. belvino pinot grigio rosato(bottle),rose wine,55,1007.65,14.47,1058.03,0.0,1058.03,0.0,2021
13. whispering hills(125ml),rose wine,12,45.71,0.0,48.0,0.0,48.0,0.0,2021
13. whispering hills(175ml),rose wine,51,239.52,3.5,251.5,0.0,251.5,0.0,2021
13. whispering hills(250ml),rose wine,45,278.57,0.0,292.5,0.0,292.5,0.0,2021
13. whispering hills(bottle),rose wine,24,442.73,3.13,464.87,0.0,464.87,0.0,2021
chilli fries(standard),sides,1539,5037.83,96.78,5289.72,0.0,5289.72,0.0,2021
edamame(standard),sides,346,1129.83,24.68,1186.32,0.0,1186.32,0.0,2021
miso soup(standard),sides,298,830.66,21.81,872.19,0.0,872.19,0.0,2021
steamed rice(standard),sides,1264,3539.04,76.01,3715.99,0.0,3715.99,0.0,2021
wakame salad(standard),sides,73,341.08,6.87,358.13,0.0,358.13,0.0,2021
apple juice(standard),soft drinks,232,525.97,4.53,552.27,0.0,552.27,0.0,2021
coke(standard),soft drinks,2189,5559.35,72.98,5837.32,0.0,5837.32,0.0,2021
diet coke(standard),soft drinks,1986,5035.98,74.42,5287.78,0.0,5287.78,0.0,2021
fanta(standard),soft drinks,372,944.38,12.8,991.6,0.0,991.6,0.0,2021
fever tree pink tonic(standard),soft drinks,34,86.91,0.54,91.26,0.0,91.26,0.0,2021
fever tree slimline tonic(standard),soft drinks,68,173.44,1.49,182.11,0.0,182.11,0.0,2021
fever tree tonic(standard),soft drinks,183,462.04,8.96,485.14,0.0,485.14,0.0,2021
j2o(standard),soft drinks,294,665.89,6.42,699.18,0.0,699.18,0.0,2021
lemonade(standard),soft drinks,951,2426.31,20.07,2547.63,0.0,2547.63,0.0,2021
orange juice(standard),soft drinks,190,427.78,6.83,449.17,0.0,449.17,0.0,2021
pineapple juice(standard),soft drinks,182,410.7,5.56,431.24,0.0,431.24,0.0,2021
soda water(standard),soft drinks,339,432.79,3.22,454.43,0.0,454.43,0.0,2021
still / sparkling water(330ml),soft drinks,266,451.5,4.73,474.07,0.0,474.07,0.0,2021
still / sparkling water(750ml),soft drinks,273,981.32,7.01,1030.39,0.0,1030.39,0.0,2021
kagugiri(standard),restaurant specials,2,13.33,0.0,14.0,0.0,14.0,0.0,2021
66. yuk gae jang(standard),soup 66-69,158,1306.07,34.83,1371.37,0.0,1371.37,0.0,2021
67. kimchi stew(standard),soup 66-69,163,1177.56,51.26,1236.44,0.0,1236.44,0.0,2021
68. tofu stew(standard),soup 66-69,129,1080.51,45.81,1134.54,0.0,1134.54,0.0,2021
69. kkori gom tang(standard),soup 66-69,64,589.53,17.79,619.01,0.0,619.01,0.0,2021
39. miso lamb (4pc)(standard),special mains 39-46,119,1818.9,53.66,1909.84,0.0,1909.84,0.0,2021
40. chilli beef(standard),special mains 39-46,210,2860.46,41.52,3003.48,0.0,3003.48,0.0,2021
41. salmon teriyaki(standard),special mains 39-46,336,4688.96,116.59,4923.41,0.0,4923.41,0.0,2021
42. pan seared duck breast(standard),special mains 39-46,165,2562.87,31.49,2691.01,0.0,2691.01,0.0,2021
43. rare tuna(standard),special mains 39-46,86,1164.0,24.8,1222.2,0.0,1222.2,0.0,2021
44. pan fried cod fillet(standard),special mains 39-46,48,647.58,16.04,679.96,0.0,679.96,0.0,2021
45. pan seared seabass(standard),special mains 39-46,103,1549.43,15.95,1626.9,0.0,1626.9,0.0,2021
46. chargrilled rib eye steak(standard),special mains 39-46,96,1609.29,38.25,1689.75,0.0,1689.75,0.0,2021
amaretto(single),spirits,8,22.1,0.0,23.2,0.0,23.2,0.0,2021
bombay(single),spirits,19,66.95,0.0,70.3,0.0,70.3,0.0,2021
gordans(single),spirits,135,319.89,1.62,335.88,0.0,335.88,0.0,2021
hendricks(single),spirits,1,3.62,0.0,3.8,0.0,3.8,0.0,2021
rum(single),spirits,38,90.24,0.25,94.75,0.0,94.75,0.0,2021
sambuca(single),spirits,10,26.67,0.0,28.0,0.0,28.0,0.0,2021
smirnoff(single),spirits,83,197.26,0.38,207.12,0.0,207.12,0.0,2021
tequila(standard),spirits,121,318.93,3.92,334.88,0.0,334.88,0.0,2021
whiskey(single),spirits,13,30.95,0.0,32.5,0.0,32.5,0.0,2021
starter break(standard),starter break line,4,0.0,0.0,0.0,0.0,0.0,0.0,2021
maki (3pc)(salmon),sushi,466,1519.81,35.2,1595.8,0.0,1595.8,0.0,2021
maki (3pc)(tuna),sushi,156,507.1,13.55,532.45,0.0,532.45,0.0,2021
maki (3pc)(bell pepper),sushi,47,130.26,4.23,136.77,0.0,136.77,0.0,2021
maki (3pc)(chicken katsu),sushi,331,910.08,37.42,955.58,0.0,955.58,0.0,2021
maki (3pc)(avocado),sushi,348,977.04,18.11,1025.89,0.0,1025.89,0.0,2021
maki (3pc)(cucumber),sushi,305,858.36,13.72,901.28,0.0,901.28,0.0,2021
nigiri (3pc)(tamago),sushi,1,3.05,0.8,3.2,0.0,3.2,0.0,2021
nigiri (3pc)(asparagus),sushi,22,82.95,0.9,87.1,0.0,87.1,0.0,2021
nigiri (3pc)(avocado),sushi,40,149.33,3.2,156.8,0.0,156.8,0.0,2021
nigiri (3pc)(salmon),sushi,368,1704.33,50.45,1789.55,0.0,1789.55,0.0,2021
nigiri (3pc)(tuna),sushi,103,484.29,6.5,508.5,0.0,508.5,0.0,2021
nigiri (3pc)(prawn),sushi,60,249.7,7.81,262.19,0.0,262.19,0.0,2021
sashimi (4pc)(salmon),sushi,296,1361.65,50.27,1429.73,0.0,1429.73,0.0,2021
sashimi (4pc)(tuna),sushi,130,600.87,19.09,630.91,0.0,630.91,0.0,2021
temaki (1pc)(salmon),sushi,138,441.39,19.54,463.46,0.0,463.46,0.0,2021
temaki (1pc)(tuna),sushi,38,124.67,2.1,130.9,0.0,130.9,0.0,2021
temaki (1pc)(chicken katsu),sushi,59,164.45,4.33,172.67,0.0,172.67,0.0,2021
temaki (1pc)(prawn tempura),sushi,62,201.63,5.29,211.71,0.0,211.71,0.0,2021
temaki (1pc)(avocado),sushi,21,59.14,0.9,62.1,0.0,62.1,0.0,2021
nigiri platter (12pc)(standard),sushi platters,149,2482.9,74.96,2607.04,0.0,2607.04,0.0,2021
sushi platter (30pc)(standard),sushi platters,201,6363.31,353.52,6681.48,0.0,6681.48,0.0,2021
california(standard),sushi rolls (4pc),480,3067.36,139.27,3220.73,0.0,3220.73,0.0,2021
dynamite(standard),sushi rolls (4pc),552,3693.11,262.23,3877.77,0.0,3877.77,0.0,2021
kagugiri (sushi rolls 4pc)(standard),sushi rolls (4pc),268,1679.31,112.72,1763.28,0.0,1763.28,0.0,2021
prawn tempura(standard),sushi rolls (4pc),406,2608.9,102.65,2739.35,0.0,2739.35,0.0,2021
salmon avocado(standard),sushi rolls (4pc),162,1118.51,40.56,1174.44,0.0,1174.44,0.0,2021
soft shell crab(standard),sushi rolls (4pc),206,1513.88,58.43,1589.57,0.0,1589.57,0.0,2021
spicy chicken katsu(standard),sushi rolls (4pc),511,2741.87,187.04,2878.96,0.0,2878.96,0.0,2021
spicy tuna(standard),sushi rolls (4pc),210,1431.65,71.77,1503.23,0.0,1503.23,0.0,2021
umi zarigani(standard),sushi rolls (4pc),14,103.62,3.2,108.8,0.0,108.8,0.0,2021
cappuccino(standard),tea / coffee,81,196.11,4.68,205.92,0.0,205.92,0.0,2021
espresso(standard),tea / coffee,79,180.57,0.0,189.6,0.0,189.6,0.0,2021
latte(standard),tea / coffee,88,232.8,1.96,244.44,0.0,244.44,0.0,2021
tea(standard),tea / coffee,158,207.79,3.02,218.18,0.0,218.18,0.0,2021
01. spicy squid(standard),traditional 1-15,829,5722.22,209.17,6008.33,0.0,6008.33,0.0,2021
02. prawn tempura(standard),traditional 1-15,939,6539.04,176.51,6865.99,0.0,6865.99,0.0,2021
03. vegetable tempura(standard),traditional 1-15,491,2744.71,64.05,2881.95,0.0,2881.95,0.0,2021
04. soft shell crab tempura(standard),traditional 1-15,427,3594.5,68.78,3774.22,0.0,3774.22,0.0,2021
05. chicken harumaki(standard),traditional 1-15,428,2388.13,60.46,2507.54,0.0,2507.54,0.0,2021
06. duck harumaki(standard),traditional 1-15,1137,6891.6,154.32,7236.18,0.0,7236.18,0.0,2021
07. tebaski chicken wings(standard),traditional 1-15,186,1047.92,15.68,1100.32,0.0,1100.32,0.0,2021
08. spicy minced beef tacos(standard),traditional 1-15,295,1789.37,38.66,1878.84,0.0,1878.84,0.0,2021
09. tuna tacos(standard),traditional 1-15,273,1780.38,41.6,1869.4,0.0,1869.4,0.0,2021
10. agedashi tofu(standard),traditional 1-15,182,1016.25,24.94,1067.06,0.0,1067.06,0.0,2021
11. takoyaki(standard),traditional 1-15,606,3629.67,127.85,3811.15,0.0,3811.15,0.0,2021
12. wasabi prawns(standard),traditional 1-15,461,3631.06,105.89,3812.61,0.0,3812.61,0.0,2021
13. grilled unagi eel(standard),traditional 1-15,90,843.81,14.0,886.0,0.0,886.0,0.0,2021
14. chicken katsu(standard),traditional 1-15,236,1557.6,16.52,1635.48,0.0,1635.48,0.0,2021
06 monte verde sauvignon blanc(125ml),white wine,75,247.86,2.25,260.25,0.0,260.25,0.0,2021
06 monte verde sauvignon blanc(175ml),white wine,194,822.62,9.25,863.75,0.0,863.75,0.0,2021
06 monte verde sauvignon blanc(250ml),white wine,254,1321.3,9.64,1387.36,0.0,1387.36,0.0,2021
06 monte verde sauvignon blanc(bottle),white wine,142,2346.77,20.89,2464.11,0.0,2464.11,0.0,2021
07 cullinan view chenin blanc(125ml),white wine,10,35.71,0.0,37.5,0.0,37.5,0.0,2021
07 cullinan view chenin blanc(175ml),white wine,20,89.57,0.95,94.05,0.0,94.05,0.0,2021
07 cullinan view chenin blanc(250ml),white wine,31,176.0,1.2,184.8,0.0,184.8,0.0,2021
07 cullinan view chenin blanc(bottle),white wine,40,666.67,0.0,700.0,0.0,700.0,0.0,2021
08 parini pinot grigio(125ml),white wine,26,97.67,1.45,102.55,0.0,102.55,0.0,2021
08 parini pinot grigio(175ml),white wine,89,416.19,8.0,437.0,0.0,437.0,0.0,2021
08 parini pinot grigio(250ml),white wine,174,1067.56,10.06,1120.94,0.0,1120.94,0.0,2021
08 parini pinot grigio(bottle),white wine,111,2031.21,31.73,2132.77,0.0,2132.77,0.0,2021
09 short mile bay chardonnay(125ml),white wine,8,30.1,0.0,31.6,0.0,31.6,0.0,2021
09 short mile bay chardonnay(175ml),white wine,43,197.82,0.84,207.71,0.0,207.71,0.0,2021
09 short mile bay chardonnay(250ml),white wine,29,172.62,0.0,181.25,0.0,181.25,0.0,2021
09 short mile bay chardonnay(bottle),white wine,31,542.67,3.7,569.8,0.0,569.8,0.0,2021
10 vine trail gewurztraminer(125ml),white wine,7,28.33,0.0,29.75,0.0,29.75,0.0,2021
10 vine trail gewurztraminer(175ml),white wine,18,98.57,0.0,103.5,0.0,103.5,0.0,2021
10 vine trail gewurztraminer(250ml),white wine,7,50.0,0.0,52.5,0.0,52.5,0.0,2021
10 vine trail gewurztraminer(bottle),white wine,31,586.67,4.0,616.0,0.0,616.0,0.0,2021
11 pulpo sauvignon blanc(125ml),white wine,15,66.5,1.43,69.82,0.0,69.82,0.0,2021
11 pulpo sauvignon blanc(175ml),white wine,26,141.29,1.15,148.35,0.0,148.35,0.0,2021
11 pulpo sauvignon blanc(250ml),white wine,50,356.51,0.66,374.34,0.0,374.34,0.0,2021
11 pulpo sauvignon blanc(bottle),white wine,50,1043.43,4.4,1095.6,0.0,1095.6,0.0,2021
sake(default),white wine,86,613.7,0.61,644.39,0.0,644.39,0.0,2021
liquer coffee(-),tea / coffee,5,23.81,0.0,25.0,0.0,25.0,0.0,2021
dash cordial(-),soft drinks,180,136.73,0.43,143.57,0.0,143.57,0.0,2021
americano(-),tea / coffee,116,197.31,1.62,207.18,0.0,207.18,0.0,2021
fruit tea(-),tea / coffee,9,12.0,0.0,12.6,0.0,12.6,0.0,2021
green tea(-),tea / coffee,407,536.7,6.26,563.54,0.0,563.54,0.0,2021
jack daniels(single),spirits,6,20.0,0.0,21.0,0.0,21.0,0.0,2021
mocktail(-),cocktails,945,3572.09,29.31,3750.69,0.0,3750.69,0.0,2021
gordans pink gin(single),spirits,86,218.67,2.6,229.6,0.0,229.6,0.0,2021
gordans pink gin(double),spirits,21,91.31,2.82,95.88,0.0,95.88,0.0,2021
amaretto(double),spirits,1,3.96,0.74,4.16,0.0,4.16,0.0,2021
baileys(single),spirits,13,33.07,1.68,34.72,0.0,34.72,0.0,2021
baileys(double),spirits,3,13.71,0.0,14.4,0.0,14.4,0.0,2021
sake(white wine),white wine,2,14.29,0.0,15.0,0.0,15.0,0.0,2021
bombay(double),spirits,21,113.64,0.38,119.32,0.0,119.32,0.0,2021
brandy(double),spirits,1,5.52,0.0,5.8,0.0,5.8,0.0,2021
gordans(double),spirits,58,235.06,14.19,246.81,0.0,246.81,0.0,2021
hendricks(double),spirits,6,33.14,0.0,34.8,0.0,34.8,0.0,2021
jack daniels(double),spirits,4,20.95,0.0,22.0,0.0,22.0,0.0,2021
rum(double),spirits,21,90.0,0.0,94.5,0.0,94.5,0.0,2021
smirnoff(double),spirits,88,376.42,0.76,395.24,0.0,395.24,0.0,2021
whiskey(double),spirits,12,51.43,0.0,54.0,0.0,54.0,0.0,2021
tofu katsu small plate(-),vegan,212,1281.73,32.18,1345.82,0.0,1345.82,0.0,2021
miso aubergine small plate(-),vegan,87,513.75,8.25,513.75,0.0,513.75,0.0,2021
pumpkin katsu small plate(-),vegan,5,29.9,2.6,29.9,0.0,29.9,0.0,2021
tofu curry(-),vegan,280,2602.19,57.81,2602.19,0.0,2602.19,0.0,2021
veg okonomiyaki(-),vegan,150,1027.31,22.69,1027.31,0.0,1027.31,0.0,2021
pumpkin curry(-),vegan,8,66.91,9.09,66.91,0.0,66.91,0.0,2021
aubergine donburi(-),vegan,138,1222.93,19.07,1222.93,0.0,1222.93,0.0,2021
15. pan fried scallops(-),traditional 1-15,306,2726.1,44.6,2862.4,0.0,2862.4,0.0,2021
34. beef teriyaki(-),donburi 29-38,669,7800.3,172.19,8190.31,0.0,8190.31,0.0,2021
38. fish karaage(-),donburi 29-38,34,413.45,7.88,434.12,0.0,434.12,0.0,2021
48. soup ramen(chilli beef),noodles 47-48,194,1711.39,46.04,1796.96,0.0,1796.96,0.0,2021
64. spicy lamb noodle(-),korean nood 62-64,281,3664.61,86.16,3847.84,0.0,3847.84,0.0,2021
cocktail(-),cocktails,3013,20119.23,971.77,20119.23,0.0,20119.23,0.0,2021
ginza roll(-),sushi rolls (4pc),121,833.62,32.2,875.3,0.0,875.3,0.0,2021
seared salmon roll(-),sushi rolls (4pc),156,1065.4,51.33,1118.67,0.0,1118.67,0.0,2021
smoked salmon roll(-),sushi rolls (4pc),113,822.93,39.92,864.08,0.0,864.08,0.0,2021
duck sushi roll(-),sushi rolls (4pc),193,1417.56,55.56,1488.44,0.0,1488.44,0.0,2021
nigiri (3pc)(beef),sushi,1,4.76,0.0,5.0,0.0,5.0,0.0,2021
nigiri (3pc)(eel),sushi,64,353.67,12.65,371.35,0.0,371.35,0.0,2021
nigiri (3pc)(prawn tempura),sushi,47,194.11,7.68,203.82,0.0,203.82,0.0,2021
veg sushi platter(-),sushi platters,46,1042.95,54.9,1095.1,0.0,1095.1,0.0,2021
gunkan 2pc(dynamite),sushi,11,50.48,2.0,53.0,0.0,53.0,0.0,2021
gunkan 2pc(avocado),sushi,17,64.76,0.0,68.0,0.0,68.0,0.0,2021
gunkan 2pc(spicy tuna),sushi,9,40.91,2.04,42.96,0.0,42.96,0.0,2021
tataki(salmon salsa),sushi,22,99.05,6.0,104.0,0.0,104.0,0.0,2021
tataki(beef tataki),sushi,3,14.29,0.0,15.0,0.0,15.0,0.0,2021
sweet potato fries(-),sides,391,1282.96,21.39,1347.11,0.0,1347.11,0.0,2021
fudge cake(-),dessert,189,889.58,10.94,934.06,0.0,934.06,0.0,2021
prawn cracker(-),sides,101,186.63,6.04,195.96,0.0,195.96,0.0,2021
lucky buddha(-),bottled beer & cider,133,596.36,2.14,596.36,0.0,596.36,0.0,2021
egg fried rice(-),sides,107,446.36,12.82,468.68,0.0,468.68,0.0,2021
dips(-),sides,32,44.5,1.28,46.72,0.0,46.72,0.0,2021
dorayaki(-),dessert,190,626.08,7.62,657.38,0.0,657.38,0.0,2021
cocktaill(-),cocktails,86,680.9,7.1,680.9,0.0,680.9,0.0,2021
small sake(-),white wine,113,281.97,0.53,281.97,0.0,281.97,0.0,2021
tap water(glass),soft drinks,42,0.0,0.0,0.0,0.0,0.0,0.0,2021
tap water(jug),soft drinks,7,0.0,0.0,0.0,0.0,0.0,0.0,2021
chicken katsu  curry 日式咖喱鸡(-),lunch bento,172,0.0,0.0,0.0,0.0,0.0,0.0,2021
pork bulgogi 猪肉片饭(-),lunch bento,103,0.0,0.0,0.0,0.0,0.0,0.0,2021
salmon teriyaki 照烧三文鱼(-),lunch bento,60,173.52,6.48,173.52,0.0,173.52,0.0,2021
chicken teriyaki 红烧鸡肉(-),lunch bento,123,0.0,0.0,0.0,0.0,0.0,0.0,2021
vegetable skewer 杂菜串(-),sides,3,0.0,0.0,0.0,0.0,0.0,0.0,2021
bento vegetable tempura(-),lunch bento,66,677.25,15.75,677.25,0.0,677.25,0.0,2021
bento korean fried wings(-),lunch bento,127,1290.32,43.18,1290.32,0.0,1290.32,0.0,2021
bento chicken harumaki(4pc)(-),lunch bento,61,625.8,14.7,625.8,0.0,625.8,0.0,2021
bento mandu dumplings(4pc)(-),lunch bento,152,1552.76,43.24,1552.76,0.0,1552.76,0.0,2021
bento chicken katsu sushi(4pc)(-),lunch bento,63,647.2,14.3,647.2,0.0,647.2,0.0,2021
soju(-),custom,1188,6026.77,60.47,6026.77,0.0,6026.77,0.0,2022
75. rib eye(standard),bbq (korean) 75 - 84,590,8294.42,89.21,8709.14,0.0,8709.14,0.0,2022
76. la gar bi(default),bbq (korean) 75 - 84,153,1717.73,17.08,1803.62,0.0,1803.62,0.0,2022
77. bulgogi(standard),bbq (korean) 75 - 84,748,8272.34,61.34,8685.96,0.0,8685.96,0.0,2022
78. pork bulgogi(default),bbq (korean) 75 - 84,337,3380.02,35.93,3549.02,0.0,3549.02,0.0,2022
79. chicken bulgogi(default),bbq (korean) 75 - 84,253,2533.68,38.44,2660.36,0.0,2660.36,0.0,2022
80. pork belly(standard),bbq (korean) 75 - 84,485,5262.79,61.27,5525.93,0.0,5525.93,0.0,2022
81. king prawns (5pc)(standard),bbq (korean) 75 - 84,127,1761.75,2.56,1849.84,0.0,1849.84,0.0,2022
82. ox tongue(standard),bbq (korean) 75 - 84,70,821.3,9.03,862.37,0.0,862.37,0.0,2022
83. chargrilled squid(standard),bbq (korean) 75 - 84,111,1361.41,3.87,1429.48,0.0,1429.48,0.0,2022
"84. lettuce, garlic & chilli(standard)",bbq (korean) 75 - 84,273,858.97,8.58,901.92,0.0,901.92,0.0,2022
becks blue(standard),bottled beer & cider,165,517.71,1.4,543.6,0.0,543.6,0.0,2022
corona(standard),bottled beer & cider,177,637.31,3.42,669.18,0.0,669.18,0.0,2022
kirin ichi ban(standard),bottled beer & cider,158,677.14,0.0,711.0,0.0,711.0,0.0,2022
koppaberg(standard),bottled beer & cider,328,1238.82,9.24,1300.76,0.0,1300.76,0.0,2022
tiger(standard),bottled beer & cider,361,1541.56,5.86,1618.64,0.0,1618.64,0.0,2022
tsing tao(standard),bottled beer & cider,198,847.87,0.74,890.26,0.0,890.26,0.0,2022
25. chicken teriyaki(standard),buns 25-26,825,5637.54,103.08,5919.42,0.0,5919.42,0.0,2022
26. beef teriyaki(standard),buns 25-26,636,4606.98,79.07,4837.33,0.0,4837.33,0.0,2022
01 sette bello prosecco(20cl),champagne,54,256.19,1.0,269.0,0.0,269.0,0.0,2022
01 sette bello prosecco(bottle),champagne,59,1228.86,7.7,1290.3,0.0,1290.3,0.0,2022
02 da luca rosato spumante(standard),champagne,22,396.29,1.9,416.1,0.0,416.1,0.0,2022
03 da luca prosecco(standard),champagne,117,834.29,1.5,876.0,0.0,876.0,0.0,2022
04 taittinger brut reserve nv(standard),champagne,8,419.05,0.0,440.0,0.0,440.0,0.0,2022
05 taittinger prestige brut rose(standard),champagne,8,428.57,-50.0,450.0,0.0,450.0,0.0,2022
asia daisy(standard),cocktails,815,5392.84,42.52,5662.48,0.0,5662.48,0.0,2022
japanese slipper(standard),cocktails,236,1568.55,5.02,1646.98,0.0,1646.98,0.0,2022
korean yoghurt soju(standard),cocktails,132,868.45,12.13,911.87,0.0,911.87,0.0,2022
matcha mojito(standard),cocktails,189,1245.33,15.4,1307.6,0.0,1307.6,0.0,2022
plum sour(standard),cocktails,246,1633.67,6.65,1715.35,0.0,1715.35,0.0,2022
cheesecake(standard),dessert,249,1175.79,10.42,1234.58,0.0,1234.58,0.0,2022
dessert(standard),dessert,3,14.29,0.0,15.0,0.0,15.0,0.0,2022
ice cream(default),dessert,127,360.62,2.35,378.65,0.0,378.65,0.0,2022
29. chicken katsu curry(standard),donburi 29-38,2185,23538.0,379.4,24714.9,0.0,24714.9,0.0,2022
30. prawn katsu curry(standard),donburi 29-38,518,6549.99,84.71,6877.49,0.0,6877.49,0.0,2022
31. tonkatsu curry(standard),donburi 29-38,350,3572.23,24.16,3750.84,0.0,3750.84,0.0,2022
32. beef curry(standard),donburi 29-38,439,5313.14,47.1,5578.8,0.0,5578.8,0.0,2022
33. chicken teriyaki(standard),donburi 29-38,917,9943.49,174.84,10440.66,0.0,10440.66,0.0,2022
35. grilled unagi(default),donburi 29-38,314,4379.89,28.42,4598.88,0.0,4598.88,0.0,2022
36. salmon sashimi & tobiko(standard),donburi 29-38,170,2180.16,53.83,2289.17,0.0,2289.17,0.0,2022
37.salmon & tobiko eggfried rice(standard),donburi 29-38,264,3225.64,25.68,3386.92,0.0,3386.92,0.0,2022
asahi(half),draught beer,665,1638.67,8.4,1720.6,0.0,1720.6,0.0,2022
asahi(pint),draught beer,5026,24832.01,61.59,26073.61,0.0,26073.61,0.0,2022
camden pale ale(half),draught beer,68,168.38,0.0,176.8,0.0,176.8,0.0,2022
camden pale ale(pint),draught beer,727,3387.13,5.81,3556.49,0.0,3556.49,0.0,2022
cornish orchard cider(half),draught beer,86,204.29,0.5,214.5,0.0,214.5,0.0,2022
cornish orchard cider(pint),draught beer,289,1151.1,5.14,1208.66,0.0,1208.66,0.0,2022
peroni(half),draught beer,282,747.43,4.8,784.8,0.0,784.8,0.0,2022
peroni(pint),draught beer,1477,7275.85,40.76,7639.64,0.0,7639.64,0.0,2022
stella(half),draught beer,74,176.19,0.0,185.0,0.0,185.0,0.0,2022
stella(pint),draught beer,754,3013.48,2.65,3164.15,0.0,3164.15,0.0,2022
62. ja jang myun(standard),korean nood 62-64,516,4822.26,45.03,5063.37,0.0,5063.37,0.0,2022
63. kimchi ramen(standard),korean nood 62-64,518,4339.24,47.95,4556.2,0.0,4556.2,0.0,2022
korean set menu(standard),korean set menu,89,2427.6,23.12,2548.98,0.0,2548.98,0.0,2022
49. kimchi set(standard),korean sides 49-52,362,2504.17,24.42,2629.38,0.0,2629.38,0.0,2022
50. kimchi(standard),korean sides 49-52,607,2180.78,20.68,2289.82,0.0,2289.82,0.0,2022
51. cucumber kimchi(standard),korean sides 49-52,242,634.89,11.97,666.63,0.0,666.63,0.0,2022
52. mooli kimchi(standard),korean sides 49-52,78,210.96,0.29,221.51,0.0,221.51,0.0,2022
aloe vera(standard),korean soft drinks,547,1395.49,11.64,1465.26,0.0,1465.26,0.0,2022
calpis(standard),korean soft drinks,98,249.69,2.43,262.17,0.0,262.17,0.0,2022
hai tai bong bong grape juice(standard),korean soft drinks,368,1226.0,0.7,1287.3,0.0,1287.3,0.0,2022
jinro cham yi sul (fresh)(standard),korean soju,275,2553.81,68.5,2681.5,0.0,2681.5,0.0,2022
jinro cham yi sul (green grapes)(standard),korean soju,7,53.49,3.34,56.16,0.0,56.16,0.0,2022
53. seafood pancake(standard),korean starter 53-61,467,4196.01,80.69,4405.81,0.0,4405.81,0.0,2022
54. kimchi pancake(standard),korean starter 53-61,343,2877.93,35.62,3021.83,0.0,3021.83,0.0,2022
55. beef jap chae(standard),korean starter 53-61,331,3302.66,17.71,3467.79,0.0,3467.79,0.0,2022
56. corn cheese(standard),korean starter 53-61,142,1163.04,11.61,1221.19,0.0,1221.19,0.0,2022
57. topokki(standard),korean starter 53-61,443,4136.84,45.92,4343.68,0.0,4343.68,0.0,2022
58. tofu kimchi(standard),korean starter 53-61,92,788.38,11.0,827.8,0.0,827.8,0.0,2022
59. mandu (5pc)(standard),korean starter 53-61,1345,10774.51,77.26,11313.24,0.0,11313.24,0.0,2022
60. kan pun ki (6pc)(standard),korean starter 53-61,191,1423.3,14.44,1494.46,0.0,1494.46,0.0,2022
lunch/early set,set menu,15,152.86,0.0,160.5,0.0,160.5,0.0,2022
61. fried chicken wings (4pc)(standard),korean starter 53-61,950,6667.7,60.11,7001.09,0.0,7001.09,0.0,2022
47. yaki soba(vegatable),noodles 47-48,304,2749.77,29.94,2887.26,0.0,2887.26,0.0,2022
47. yaki soba(chicken),noodles 47-48,668,6615.21,81.83,6945.97,0.0,6945.97,0.0,2022
47. yaki soba(king prawns),noodles 47-48,211,2528.94,38.51,2655.39,0.0,2655.39,0.0,2022
47. yaki soba(pan seared duck),noodles 47-48,22,308.96,4.49,324.41,0.0,324.41,0.0,2022
47. yaki soba(seafood),noodles 47-48,80,1115.53,17.09,1171.31,0.0,1171.31,0.0,2022
47. yaki soba(grilled ribeye steak),noodles 47-48,99,1383.23,23.61,1452.39,0.0,1452.39,0.0,2022
47. yaki soba(beef),noodles 47-48,339,3324.81,97.65,3491.05,0.0,3491.05,0.0,2022
47. yaki udon(vegetable),noodles 47-48,196,1779.1,14.95,1868.05,0.0,1868.05,0.0,2022
47. yaki udon(chicken),noodles 47-48,367,3663.0,21.15,3846.15,0.0,3846.15,0.0,2022
47. yaki udon(beef),noodles 47-48,270,2661.5,44.83,2794.57,0.0,2794.57,0.0,2022
47. yaki udon(king prawns),noodles 47-48,47,548.77,11.29,576.21,0.0,576.21,0.0,2022
47. yaki udon(pan seared duck),noodles 47-48,114,1421.86,26.85,1492.95,0.0,1492.95,0.0,2022
47. yaki udon(seafood),noodles 47-48,106,1477.93,19.57,1551.83,0.0,1551.83,0.0,2022
